INS_IDINSTRUMENTO	TEM_IDTEMA	IXP_ORDEN	PRE_TIPOPREGUNTA	PRE_IDPREGUNTA	PRE_PREGUNTA	RES_IDRESPUESTA	RES_RESPUESTA	RES_ACTIVA	ESCRIBIBLE
1	16	46	GE	206	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	723	Porque no confía en el proceso	SI	SI
1	16	46	GE	206	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	724	Porque el trámite era muy difícil	SI	SI
1	16	46	GE	206	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	725	Otro, ¿cuál?	SI	SI
1	16	47	GE	208	<i><font color="#006600">El quinto bien inmueble </font></i> que abandonó o que le fue despojado es:	726	Vivienda Urbana	SI	SI
1	16	47	GE	208	<i><font color="#006600">El quinto bien inmueble </font></i> que abandonó o que le fue despojado es:	727	Tierra/Lote con vivienda	SI	SI
1	16	47	GE	208	<i><font color="#006600">El quinto bien inmueble </font></i> que abandonó o que le fue despojado es:	728	Tierra/Lote sin vivienda	SI	SI
1	16	47	GE	208	<i><font color="#006600">El quinto bien inmueble </font></i> que abandonó o que le fue despojado es:	1257	Territorio Colectivo	SI	SI
1	16	48	GE	207	<i><font color="#006600">Donde esta ubicado el quinto inmueble </font></i>	729		SI	SI
1	16	49	GE	362	¿Cuál es el nombre del Resguardo?	1262		SI	SI
1	16	50	GE	367	¿Con cuántos espacios contaba la vivienda?	1267		SI	SI
1	16	51	GE	209	¿Cuántos metros cuadrados tenia la vivienda <i><font color="#006600">(el quinto inmueble despojado)</font></i>?	730		SI	SI
1	16	52	GE	210	¿Qué tamaño tenía el lote?	731		SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	733	Hectáreas	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	734	Metros cuadrados	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	735	Fanegadas	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	736	Plazas	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	737	Cuadras	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	738	No sabe	SI	SI
1	16	53	GE	212	¿En qué unidades de medida? (Lote)	1275	Otra ¿Cúal?	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	739	Propietario con documento registrado	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	740	Poseedor	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	741	Arrendatario con contrato escrito	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	742	Arrendatario sin contrato escrito	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	743	Usufructo	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	744	Otro, Cuál?	SI	SI
1	16	54	GE	213	¿Qué relación tiene o tenía con <i><font color="#006600">el quinto bien inmueble </font></i> que perdieron?	1271	Miembro/autoridad del colectivo	SI	SI
1	16	55	GE	214	Actualmente <i><font color="#006600">el quinto bien </font></i>que abandonó o le fue despojado está:	745	Habitado o utilizado por usted mismo	SI	SI
1	16	55	GE	214	Actualmente <i><font color="#006600">el quinto bien </font></i>que abandonó o le fue despojado está:	746	Habitado o utilizado por un tercero sin su consentimiento	SI	SI
1	16	55	GE	214	Actualmente <i><font color="#006600">el quinto bien </font></i>que abandonó o le fue despojado está:	747	Habitado o utilizado por un tercero con su consentimiento	SI	SI
1	16	55	GE	214	Actualmente <i><font color="#006600">el quinto bien </font></i>que abandonó o le fue despojado está:	748	Abandonado	SI	SI
1	16	55	GE	214	Actualmente <i><font color="#006600">el quinto bien </font></i>que abandonó o le fue despojado está:	749	No sabe	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	750	Unidad para las víctimas	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	751	Acción social	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	752	Unidad de Restitución de Tierras	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	753	Ante un Juez	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	754	Ante el Ministerio Público	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	755	No ha solicitado	SI	SI
1	16	56	GE	215	<i><font color="#006600">Algún miembro del hogar</font></i> ha solicitado protección y/o restitución de este <i><font color="#006600">bien inmueble</font></i> a alguna de las siguientes entidades:	1289	Alcaldia Municipal	SI	SI
1	16	57	GE	216	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	756	Por miedo o amenazas	SI	SI
1	16	57	GE	216	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	757	Porque no conocía el proceso	SI	SI
1	16	57	GE	216	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	758	Porque no confía en el proceso	SI	SI
1	16	57	GE	216	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	759	Porque el trámite era muy difícil	SI	SI
1	16	57	GE	216	¿Cuál fue la razón principal para no solicitar la protección y/o restitución <i><font color="#006600">del bien inmueble </font></i>?	760	Otro, ¿cuál?	SI	SI
1	16	58	GE	264	Observaciones a este capitulo	955		SI	SI
1	17	1	GE	217	¿Sabe ante qué entidades puede presentar una denuncia por los hechos ocurridos con ocasión del conflicto interno armado ?	761	Si	SI	SI
1	17	1	GE	217	¿Sabe ante qué entidades puede presentar una denuncia por los hechos ocurridos con ocasión del conflicto interno armado ?	762	No	SI	SI
1	17	2	GE	218	¿Cuáles?	763	Fiscalía General de la Nación	SI	SI
1	17	2	GE	218	¿Cuáles?	764	Policía Nacional	SI	SI
1	17	2	GE	218	¿Cuáles?	765	Defensoría del Pueblo o regionales	SI	SI
1	17	2	GE	218	¿Cuáles?	766	Personería	SI	SI
1	17	2	GE	218	¿Cuáles?	767	Procuraduría	SI	SI
1	17	2	GE	218	¿Cuáles?	768	Unidades de atención y orientación al desplazado (Puntos de atención a víctimas)	SI	SI
1	17	2	GE	218	¿Cuáles?	769	Otra, Cuál?	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	770	Desplazamiento forzado	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	771	Homicidio/Masacre	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	772	Amenaza	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	773	Desaparición forzada	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	774	Perdida de Bienes Muebles o Inmuebles	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	775	Acto terrorista	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	776	Secuestro	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	777	Minas Antipersonal	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	778	Tortura	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	779	Vinculación de Niños Niñas y Adolescentes	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	780	Abandono o Despojo Forzado de Tierras	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	781	Delitos contra la libertad y la integridad sexual	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	782	Ninguno	SI	SI
1	17	3	IN	219	¿Cuál(es) de los hechos por los que … fue victimizado se denunciaron ante la Fiscalía General de la Nación?	783	No sabe	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	784	Desplazamiento forzado	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	785	Homicidio/Masacre	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	786	Amenaza	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	787	Desaparición forzada	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	788	Perdida de Bienes Muebles o Inmuebles	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	789	Acto terrorista	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	790	Secuestro	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	791	Minas Antipersonal	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	792	Tortura	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	793	Vinculación de Niños Niñas y Adolescentes	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	794	Abandono o Despojo Forzado de Tierras	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	795	Delitos contra la libertad y la integridad sexual	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	796	Ninguno	SI	SI
1	17	4	IN	220	¿Por cuál(es) de los hechos en que … fue victimizado existe o existió una investigación penal?	797	No sabe	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	798	Desplazamiento forzado	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	799	Homicidio/Masacre	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	800	Amenaza	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	801	Desaparición forzada	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	802	Perdida de Bienes Muebles o Inmuebles	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	803	Acto terrorista	SI	NO
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	804	Secuestro	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	805	Minas Antipersonal	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	806	Tortura	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	807	Vinculación de Niños Niñas y Adolescentes	SI	NO
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	808	Abandono o Despojo Forzado de Tierras	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	809	Delitos contra la libertad y la integridad sexual	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	810	Ninguno	SI	SI
1	17	5	IN	221	Por cuál(es) investigación(es) de la Fiscalía  ... fue reconocido(a) como víctima dentro del proceso?	811	No sabe	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	812	Desplazamiento forzado	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	813	Homicidio/Masacre	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	814	Amenaza	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	815	Desaparición forzada	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	816	Perdida de Bienes Muebles o Inmuebles	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	817	Acto terrorista	SI	NO
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	818	Secuestro	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	819	Minas Antipersonal	SI	NO
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	820	Tortura	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	821	Vinculación de Niños Niñas y Adolescentes	SI	NO
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	822	Abandono o Despojo Forzado de Tierras	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	823	Delitos contra la libertad y la integridad sexual	SI	NO
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	824	Ninguno	SI	SI
1	17	6	IN	222	¿Cuál(es) investigación(es)  finalizó(aron)?	825	No sabe	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	826	Desplazamiento forzado	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	827	Homicidio/Masacre	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	828	Amenaza	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	829	Desaparición forzada	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	830	Perdida de Bienes Muebles o Inmuebles	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	831	Acto terrorista	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	832	Secuestro	SI	SI
1	17	7	IN	223	¿Cuál(es) investigación(es) fueron sentenciadas por un juez?	833	Minas Antipersonal	SI	SI
